scrape_city_id,scrape_city_name,oyo_id,name,city,address,rating,price,latitude,longitude
7,Jaipur,270635,SPOT ON Hotel Town Palace,,"Plot no.- 2, Block- 1, Kotkhawada Road, Tunga, Jaipur, Tunga, Jaipur",,,26.7311694,76.1447359
7,Jaipur,348750,DanCenter Ayut Sidhhi Villa | 3BHK | Pvt Pool | Jaipur,,"Chanwandia Road, Jaipur",,,26.8928973,76.0968681
7,Jaipur,139,Super Townhouse Mansarovar Near Metro Station Formerly Dev Villas,,"Gopalpura Bypass, Jaipur",,,26.8797767,75.76362
7,Jaipur,297961,"House of Jasol by DanCenter, Jaipur",,"79,80,81 Tilak Residency, Gokulpura, Jaipur",,,26.939059378413436,75.72318239659477
7,Jaipur,304436,Collection O Shayam Nagar Metro Station Jaipur,,"Lane No. 1, Purani Chungi, Ashok Nagar, Near Sodhani Sweets, Ajmer Road, Jaipur",,,26.898013,75.760077
7,Jaipur,306771,Townhouse Oak Durgapura Railway Junction,,"Mahaveer Nagar 1, Durgapura, Tonk Road, Jaipur",,,26.854897,75.789899
7,Jaipur,306819,Townhouse Oak Jaipur Arya Square Shopping Mall,,"Subhash Nagar, Jaipur",,,26.93602,75.795177
7,Jaipur,307153,Collection O Jagatpura Downtown,,"Shankar Vihar Scheme, Jagatpura, Jaipur",,,26.835523,75.8116094
7,Jaipur,307194,Townhouse Oak Sikar Road Jaipur,,"Dadi Bari, Sikar Road, Jaipur",,,26.965192,75.7716478
7,Jaipur,307614,Hotel O Sindhi Camp Metro Station Jaipur,,"Kanti Nagar, Opposite Polo Victory Station Road, Jaipur",,,26.9231847,75.7960768
7,Jaipur,307659,Hotel O Ramgarh Mod Near Hawa Mahal,,"Plot No 1, Karbala Road, Hussain Bazar, Ramgarh Mod, Jaipur",,,26.946566,75.843479
7,Jaipur,307673,Hotel O Sindhi Camp,,"Opposite Sindhi Camp Bus Stand, Vanasthali Marg, Jaipur",,,26.9214478,75.8007573
7,Jaipur,308137,Collection O Jaipur Patrika Gate,,"D-24-B, Sector 8, Malviya Nagar, Jaipur",,,26.847694,75.80522
7,Jaipur,308194,Collection O Sindhi Camp Metro Station,,"Station Road, Near Khasa Kothi Circle, Jaipur",,,26.9212589,75.7952913
7,Jaipur,308307,Collection O Getor Jagatpura Railway Station,,"Jagatpura, Bajrang Colony-B, Jaipur",,,26.830537,75.835714
7,Jaipur,308338,Collection O Sikar Road Jaipur,,"Bhawani Nagar, Chomu Road, Jaipur",,,26.9591187,75.7680983
7,Jaipur,308354,Hotel O Hathroi Market Near Dhuleshwar Garden,,"Hathroi Market, Ajmer Road, Jaipur",,,26.915053,75.796062
7,Jaipur,308381,Collection O Sansarchandra Road,,"Serial No C4, Chokdihawali Shahar, Jalupura, Jaipur",,,26.920553,75.805326
54,Jaisalmer,213160,Hotel O Jaisalmer Heritage Haveli ,,"Plot no 2 , Dr. K.L. Achal Vanshi Colonynull, Jaisalmer",,,26.9241091,70.9073537
20,Jalandhar,217392,Collection O by OYO Burlton Park Jalandhar Formerly Hotel R1 Inn,,"Satnam Nagar, Near New Grain Market, Jalandhar",,,31.341935,75.5661667
20,Jalandhar,263758,Hotel O Ravi Hotel & Banquet,,"Plot no -48Plot no -48Hoshiarpur Road, Rama mandi, Jalandhar , Jalandhar",,,31.3579978,75.6430638
20,Jalandhar,217409,Hotel O Town House,,"Building No. NM1-2,  Gopal Nagar, Sain Dass Market, Backside Sain Dass School, Jalandhar",,,31.3361507,75.5704872
20,Jalandhar,37377,Hotel O Samrat,,"Manadi Road, Near Shani Dev Mandir Central Town GurudwaraManadi Road, Jalandhar, Jalandhar",,,31.3286111,75.5863056
20,Jalandhar,358510,Hotel O Green  valley,,"5, Canal Road, Sheetal Nagar, Landmark- Near DAV College, Jalandhar, Jalandhar",,,31.350885,75.557107
20,Jalandhar,6803,Hotel O Rajmahal,,"Milap Chowk Near Phagwara Gatenear Milap Chowk, Jalandhar",,,31.328194,75.580713
20,Jalandhar,329264,Hotel O Riddhinn6,,"NAKODAR ROAD, BHARGAV CAMP, NEAR LOVELY MARBLE ADJOINING UCO BANK , PLOT-163-B   PIN COAD 144003, JALANDHAR, PUNJAB., Jalandhar",,,31.3115575,75.5683464
20,Jalandhar,41220,Hotel O Max,,"BSF Colony, Gurdev Nagar, Ram Nagar, Jalandhar, Punjab , Jalandhar",,,31.342077489664412,75.5661010555923
20,Jalandhar,1645,Hotel O Seemaz,,"112/3, Shastri Market, Opp. MCJ Complex Jalandhar, Jalandhar",,,31.3254213,75.5824813
20,Jalandhar,55785,HOTEL O NEW AARKAY INN & SUITES,,"10, Kapurthala Road, opp PNB bank, jalandhar, Jalandhar",,,31.3374942,75.536143
20,Jalandhar,17687,Hotel O by OYO Star INN,," PLOT NO-49 B ,  BASTI  ADDA  CHOWK , OPPOSITE OLD JAIL , NEAR  FIRE  STATION , JALANDHAR , Jalandhar",,,31.3313889,75.5704672
20,Jalandhar,236235,Hotel O Majestic INN,,"plot no - 21 Plot number - 21 , Opposite Any day Fitness , Law Gate, Jalandhar",,,31.254312,75.69836
20,Jalandhar,10654,Hotel O by OYO Karma,,"PLOT - 446 / BLOCK-C/ STREET- LADOWALI ROAD ADJOINING PNB BANK / NEAR MADAN FLOUR MILL CHOWK / CITY - JALANDHAR INDIA, Jalandhar",,,31.3277769,75.5868374
20,Jalandhar,46644,Hotel O PLAZA GRAND,,"PLOT NO-205, CIVIL LINES, OLD COURT ROAD, DILKUSHA MARKET, Jalandhar",,,31.3251167,75.5785508
20,Jalandhar,169924,Hotel O Paradise,,"7p44 93 Nanak Nagri, Jalandhar",,,31.255992,75.70514349999999
20,Jalandhar,4110,Hotel O 24x7 Inn,,"PLOT NO.411, R TOP N TOWN COMPLEX, MARKET, MODEL TOWN JALANDHAR, Jalandhar",,,31.3068969,75.5788645
20,Jalandhar,8164,Collection O by OYO WHITE STONE RESIDENCY,,"11 1111Behind Inder Prasth hotel, Opposite JJ jonex showroom , Basti Nau , sports market , plot number 456,Near Football Chowk, Sports Market, Jalandhar, Jalandhar",,,25.6789622347307,-100.290454979986
20,Jalandhar,43335,Hotel O by OYO B1,,"plot no-143, grand trunk  GT road NH1 Kartarpur , Kartarpur Jalandhar PUNJAB, Jalandhar",,,31.4439394,75.4887801
20,Jalandhar,5338,Hotel O by OYO Vivek International Hotel,,"Vivek International Hotel, PLOT NO -  472         ,Ram Raj Tower, Civil Lines G T Road, In between company bagh & Jyoti chowk , Jalandhar ,Pin Code Jalandhar India, Jalandhar",,,31.3256247,75.5785868
20,Jalandhar,211716,Hotel O Inder Inn,,"Gully No.13, Main Road Avtar Nagar, Near Boi, Jalandhar",,,31.320765,75.5659293
20,Jalandhar,249827,Hotel O Shiv Sai Guest House,,"Plot no. 31, Block.  17, Moga ROAD, opposite kamaal pura, Nakodar, Jalandhar",,,31.1314559,75.470151
